"KeyVaultName","SubscriptionName","SubscriptionId","ResourceGroupName","Location","ResourceId","VaultUri","Sku","TenantId","EnabledForDeployment","EnabledForDiskEncryption","EnabledForTemplateDeployment","EnableSoftDelete","SoftDeleteRetentionInDays","EnablePurgeProtection","EnableRbacAuthorization","PublicNetworkAccess","PrivateEndpointConnections","Tags","DiagnosticSettings"
"SCM-VMKv-prodwestus","1Source1DB - IGBN","b6bebd3d-2ad2-4fd5-93c0-0986e7aa6928","1SCM_ResGroup_prod_westus","westus","/subscriptions/b6bebd3d-2ad2-4fd5-93c0-0986e7aa6928/resourceGroups/1SCM_ResGroup_prod_westus/providers/Microsoft.KeyVault/vaults/SCM-VMKv-prodwestus","https://scm-vmkv-prodwestus.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","True","False","True","90",,"False","Disabled","Not configured","","Configured (2 setting(s))"
"SCM-InvKv-prodwestus2","1Source1DB - IGBN","b6bebd3d-2ad2-4fd5-93c0-0986e7aa6928","1SCM_ResGroup_Inventory_prod_westus2","westus2","/subscriptions/b6bebd3d-2ad2-4fd5-93c0-0986e7aa6928/resourceGroups/1SCM_ResGroup_Inventory_prod_westus2/providers/Microsoft.KeyVault/vaults/SCM-InvKv-prodwestus2","https://scm-invkv-prodwestus2.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","True","False","True","90",,"False","Disabled","Not configured","","Configured (2 setting(s))"
"SCM-VMKv-prodwestus2","1Source1DB - IGBN","b6bebd3d-2ad2-4fd5-93c0-0986e7aa6928","1SCM_RESGROUP_PROD_WESTUS2","westus2","/subscriptions/b6bebd3d-2ad2-4fd5-93c0-0986e7aa6928/resourceGroups/1SCM_RESGROUP_PROD_WESTUS2/providers/Microsoft.KeyVault/vaults/SCM-VMKv-prodwestus2","https://scm-vmkv-prodwestus2.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","True","False","True","90",,"False","Disabled","Not configured","","Configured (2 setting(s))"
"jenkinsconnect","ADO_DevOps","e06b2ed9-663c-48b0-bf8e-9a725ebf63ca","ADO_DevOps-expressroute","westus","/subscriptions/e06b2ed9-663c-48b0-bf8e-9a725ebf63ca/resourceGroups/ADO_DevOps-expressroute/providers/Microsoft.KeyVault/vaults/jenkinsconnect","https://jenkinsconnect.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","True","True","True","True","90",,"False","Disabled","Not configured","","Unable to check"
"test-platci-keyvault","ADO_DevOps","e06b2ed9-663c-48b0-bf8e-9a725ebf63ca","ADO_DevOps-expressroute","eastus","/subscriptions/e06b2ed9-663c-48b0-bf8e-9a725ebf63ca/resourceGroups/ADO_DevOps-expressroute/providers/Microsoft.KeyVault/vaults/test-platci-keyvault","https://test-platci-keyvault.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Enabled","Not configured","","Unable to check"
"platci-keyvault","ADO_DevOps","e06b2ed9-663c-48b0-bf8e-9a725ebf63ca","PlatCI-RG","westus","/subscriptions/e06b2ed9-663c-48b0-bf8e-9a725ebf63ca/resourceGroups/PlatCI-RG/providers/Microsoft.KeyVault/vaults/platci-keyvault","https://platci-keyvault.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90",,"True","Enabled","Not configured","","Unable to check"
"infraworkspace7462435983","Advanced Analytics Infra Dev","3d412bb0-b3ac-4e86-82d4-4c386a9c38eb","infra-workspace","eastus","/subscriptions/3d412bb0-b3ac-4e86-82d4-4c386a9c38eb/resourceGroups/infra-workspace/providers/Microsoft.KeyVault/vaults/infraworkspace7462435983","https://infraworkspace7462435983.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90",,"False","Enabled","Not configured","","Configured (2 setting(s))"
"vault-3musk","Advanced Analytics Infra Dev","3d412bb0-b3ac-4e86-82d4-4c386a9c38eb","itai-devops","eastus","/subscriptions/3d412bb0-b3ac-4e86-82d4-4c386a9c38eb/resourceGroups/itai-devops/providers/Microsoft.KeyVault/vaults/vault-3musk","https://vault-3musk.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90",,"False","Enabled","Not configured","","Unable to check"
"kv-a1s-api-dev-westus2","altera-1source","ef62db01-c095-4720-b836-ed40ec5348f0","rg-a1s-dev-api","westus2","/subscriptions/ef62db01-c095-4720-b836-ed40ec5348f0/resourceGroups/rg-a1s-dev-api/providers/Microsoft.KeyVault/vaults/kv-a1s-api-dev-westus2","https://kv-a1s-api-dev-westus2.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Disabled","Not configured","owner=AS1; deployment=a1s_api; environment=dev","Unable to check"
"kv-a1s-api-dev2-westus2","altera-1source","ef62db01-c095-4720-b836-ed40ec5348f0","rg-a1s-dev2-api","westus2","/subscriptions/ef62db01-c095-4720-b836-ed40ec5348f0/resourceGroups/rg-a1s-dev2-api/providers/Microsoft.KeyVault/vaults/kv-a1s-api-dev2-westus2","https://kv-a1s-api-dev2-westus2.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7","True","True","Disabled","Not configured","owner=AS1; deployment=a1s_api; environment=dev2","Unable to check"
"kv-secrets-dev-westus2","altera-1source","ef62db01-c095-4720-b836-ed40ec5348f0","rg-a1s-dev-vaults","westus2","/subscriptions/ef62db01-c095-4720-b836-ed40ec5348f0/resourceGroups/rg-a1s-dev-vaults/providers/Microsoft.KeyVault/vaults/kv-secrets-dev-westus2","https://kv-secrets-dev-westus2.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Disabled","Not configured","","Configured (2 setting(s))"
"kv-csi-test","altera-1source","ef62db01-c095-4720-b836-ed40ec5348f0","rg-csi-test","westus2","/subscriptions/ef62db01-c095-4720-b836-ed40ec5348f0/resourceGroups/rg-csi-test/providers/Microsoft.KeyVault/vaults/kv-csi-test","https://kv-csi-test.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90",,"True","Enabled","Not configured","","Unable to check"
"nga-packer-central","altera-nga","ccdd4529-0b6b-42c4-a609-80691c0f58f5","nga-packer","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/nga-packer/providers/Microsoft.KeyVault/vaults/nga-packer-central","https://nga-packer-central.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90",,"True","Enabled","Not configured","","Unable to check"
"laasaInfraKV","altera-nga","ccdd4529-0b6b-42c4-a609-80691c0f58f5","LaasAInfraRG","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/LaasAInfraRG/providers/Microsoft.KeyVault/vaults/laasaInfraKV","https://laasainfrakv.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","True","True","True","True","90","True","True","Enabled","Not configured","","Unable to check"
"altdmcentral","altera-nga","ccdd4529-0b6b-42c4-a609-80691c0f58f5","alt-dm-hub","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/alt-dm-hub/providers/Microsoft.KeyVault/vaults/altdmcentral","https://altdmcentral.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","True","True","90",,"False","Enabled","Not configured","","Unable to check"
"alt-dm-dev01-kv","altera-nga","ccdd4529-0b6b-42c4-a609-80691c0f58f5","alt-dm-dev01","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/alt-dm-dev01/providers/Microsoft.KeyVault/vaults/alt-dm-dev01-kv","https://alt-dm-dev01-kv.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","True","True","True","True","90","True","False","Enabled","Not configured","IAP=53656","Unable to check"
"ngapbi-kv-dev01","altera-nga","ccdd4529-0b6b-42c4-a609-80691c0f58f5","alt-ngapbi-dev01","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/alt-ngapbi-dev01/providers/Microsoft.KeyVault/vaults/ngapbi-kv-dev01","https://ngapbi-kv-dev01.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","True","True","90","True","False","Enabled","Not configured","project=ngapbi; IAP=53656","Unable to check"
"ngapbi-kv-prod01","altera-nga","ccdd4529-0b6b-42c4-a609-80691c0f58f5","alt-ngapbi-prod01","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/alt-ngapbi-prod01/providers/Microsoft.KeyVault/vaults/ngapbi-kv-prod01","https://ngapbi-kv-prod01.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","True","True","90","True","False","Enabled","Not configured","project=ngapbi; IAP=53656","Unable to check"
"alt-sf-dev01-kv","altera-nga","ccdd4529-0b6b-42c4-a609-80691c0f58f5","alt-sf-dev01","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/alt-sf-dev01/providers/Microsoft.KeyVault/vaults/alt-sf-dev01-kv","https://alt-sf-dev01-kv.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","True","True","True",,"True","False","Enabled","Not configured","laasEnvironmentName=alt-sf-dev01; Project=NGA","Unable to check"
"alt-aks-central","altera-nga","ccdd4529-0b6b-42c4-a609-80691c0f58f5","alt-aks-central","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/alt-aks-central/providers/Microsoft.KeyVault/vaults/alt-aks-central","https://alt-aks-central.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","True","False","True","True","90","True","False","Enabled","Not configured","","Unable to check"
"alt-sf-test01-kv","altera-nga","ccdd4529-0b6b-42c4-a609-80691c0f58f5","alt-sf-test01","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/alt-sf-test01/providers/Microsoft.KeyVault/vaults/alt-sf-test01-kv","https://alt-sf-test01-kv.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","True","True","True",,"True","False","Enabled","Not configured","laasEnvironmentName=alt-sf-test01; Project=NGA","Unable to check"
"alt-sf-prod01-kv","altera-nga","ccdd4529-0b6b-42c4-a609-80691c0f58f5","alt-sf-prod01","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/alt-sf-prod01/providers/Microsoft.KeyVault/vaults/alt-sf-prod01-kv","https://alt-sf-prod01-kv.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","True","True","True","True",,"True","False","Enabled","Not configured","laasEnvironmentName=alt-sf-prod01; Project=NGA","Unable to check"
"alt-dm-prod01-kv","altera-nga","ccdd4529-0b6b-42c4-a609-80691c0f58f5","alt-dm-prod01","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/alt-dm-prod01/providers/Microsoft.KeyVault/vaults/alt-dm-prod01-kv","https://alt-dm-prod01-kv.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","True","True","True","True","90","True","False","Enabled","Not configured","IAP=53656","Unable to check"
"ngapbi-kv-test01","altera-nga","ccdd4529-0b6b-42c4-a609-80691c0f58f5","alt-ngapbi-test01","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/alt-ngapbi-test01/providers/Microsoft.KeyVault/vaults/ngapbi-kv-test01","https://ngapbi-kv-test01.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","True","True","90","True","False","Enabled","Not configured","project=ngapbi; IAP=53656","Unable to check"
"ngapbi-kv-sim","altera-nga","ccdd4529-0b6b-42c4-a609-80691c0f58f5","alt-ngapbi-sim","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/alt-ngapbi-sim/providers/Microsoft.KeyVault/vaults/ngapbi-kv-sim","https://ngapbi-kv-sim.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","True","False","True","True","90",,"False","Enabled","Not configured","","Unable to check"
"laas-3jewwh7izxvog","altera-nga","ccdd4529-0b6b-42c4-a609-80691c0f58f5","alt-nga-prod01","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/alt-nga-prod01/providers/Microsoft.KeyVault/vaults/laas-3jewwh7izxvog","https://laas-3jewwh7izxvog.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","True","True","True","True","90","True","False","Enabled","Not configured","laasEnvironmentName=alt-nga-prod01; Project=Altera-NGA","Configured (2 setting(s))"
"laas-cust-3jewwh7izxvog","altera-nga","ccdd4529-0b6b-42c4-a609-80691c0f58f5","alt-nga-prod01","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/alt-nga-prod01/providers/Microsoft.KeyVault/vaults/laas-cust-3jewwh7izxvog","https://laas-cust-3jewwh7izxvog.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","True","True","True","True",,"True","False","Enabled","Not configured","laasEnvironmentName=alt-nga-prod01; Project=Altera-NGA","Unable to check"
"kv-shared-sandbox-westus","Animate","7d693076-29bc-4942-8de5-0ff8d3ed9590","rg-kv-shared-sandbox-westus2","westus2","/subscriptions/7d693076-29bc-4942-8de5-0ff8d3ed9590/resourceGroups/rg-kv-shared-sandbox-westus2/providers/Microsoft.KeyVault/vaults/kv-shared-sandbox-westus","https://kv-shared-sandbox-westus.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True",,"True","False","Enabled","Not configured","Environment=sandbox; Project=Animate; Purpose=Shared Key Vault","Configured (2 setting(s))"
"kv-shared-prod-westus2","Animate","7d693076-29bc-4942-8de5-0ff8d3ed9590","rg-shared-prod-westus2","westus2","/subscriptions/7d693076-29bc-4942-8de5-0ff8d3ed9590/resourceGroups/rg-shared-prod-westus2/providers/Microsoft.KeyVault/vaults/kv-shared-prod-westus2","https://kv-shared-prod-westus2.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90","True","False","Enabled","Not configured","Environment=Production; Project=Animate","Configured (2 setting(s))"
"kv-dg-prod-westus","Animate","7d693076-29bc-4942-8de5-0ff8d3ed9590","rg-animate-databricks-dg","westus","/subscriptions/7d693076-29bc-4942-8de5-0ff8d3ed9590/resourceGroups/rg-animate-databricks-dg/providers/Microsoft.KeyVault/vaults/kv-dg-prod-westus","https://kv-dg-prod-westus.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90","True","False","Enabled","Not configured","Environment=Production; Project=Animate","Unable to check"
"kv-vc-prod-westus","Animate","7d693076-29bc-4942-8de5-0ff8d3ed9590","rg-animate-databricks-vc","westus","/subscriptions/7d693076-29bc-4942-8de5-0ff8d3ed9590/resourceGroups/rg-animate-databricks-vc/providers/Microsoft.KeyVault/vaults/kv-vc-prod-westus","https://kv-vc-prod-westus.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90","True","False","Enabled","Not configured","Project=Animate; Environment=Production","Unable to check"
"scsonar1","APPI","10d18a23-d954-46a7-a322-10d9f3a21b65","rg-appi-resources","westus","/subscriptions/10d18a23-d954-46a7-a322-10d9f3a21b65/resourceGroups/rg-appi-resources/providers/Microsoft.KeyVault/vaults/scsonar1","https://scsonar1.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","True","False","True","90","True","False","Disabled","Not configured","","Unable to check"
"vmsonar1-vault","APPI","10d18a23-d954-46a7-a322-10d9f3a21b65","rg-appi-resources","westus","/subscriptions/10d18a23-d954-46a7-a322-10d9f3a21b65/resourceGroups/rg-appi-resources/providers/Microsoft.KeyVault/vaults/vmsonar1-vault","https://vmsonar1-vault.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","True","False","True","90",,"False","Disabled","Not configured","","Unable to check"
"diskcrypt","APPI","10d18a23-d954-46a7-a322-10d9f3a21b65","rg-appi-resources","westus","/subscriptions/10d18a23-d954-46a7-a322-10d9f3a21b65/resourceGroups/rg-appi-resources/providers/Microsoft.KeyVault/vaults/diskcrypt","https://diskcrypt.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","True","False","True","90","True","True","Disabled","Not configured","","Unable to check"
"oneclickvault","APPI","10d18a23-d954-46a7-a322-10d9f3a21b65","rg-appi-resources","westeurope","/subscriptions/10d18a23-d954-46a7-a322-10d9f3a21b65/resourceGroups/rg-appi-resources/providers/Microsoft.KeyVault/vaults/oneclickvault","https://oneclickvault.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","True","True","True","True","90",,"True","Enabled","Not configured","","Unable to check"
"mlplatform1886008939","ATAI-MLPlatform","3a852f82-3d2a-48fb-8450-2d9397d557f1","testdca","centralus","/subscriptions/3a852f82-3d2a-48fb-8450-2d9397d557f1/resourceGroups/testdca/providers/Microsoft.KeyVault/vaults/mlplatform1886008939","https://mlplatform1886008939.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False",,,"True",,,"False","Enabled","Not configured","","Configured (2 setting(s))"
"batterylifepre4378140722","ATAI-MLPlatform","3a852f82-3d2a-48fb-8450-2d9397d557f1","test-azureml","westus2","/subscriptions/3a852f82-3d2a-48fb-8450-2d9397d557f1/resourceGroups/test-azureml/providers/Microsoft.KeyVault/vaults/batterylifepre4378140722","https://batterylifepre4378140722.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False",,,"True",,,"False","Enabled","Not configured","","Configured (2 setting(s))"
"PostgreSQL-Password","Avaamo PowerBI Reporting","218284c1-1e9c-449f-9c7b-5ec75e31169e","rg-avaamo-prod-gyjl","eastus","/subscriptions/218284c1-1e9c-449f-9c7b-5ec75e31169e/resourceGroups/rg-avaamo-prod-gyjl/providers/Microsoft.KeyVault/vaults/PostgreSQL-Password","https://postgresql-password.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90",,"True","Enabled","Not configured","PostgreSQL-Password=UP7JNHO76q7Tmtr1IMJD_.C,mY5OJBf5","Unable to check"
"kv-avaamo-prod-gyjl","Avaamo PowerBI Reporting","218284c1-1e9c-449f-9c7b-5ec75e31169e","rg-avaamo-prod-gyjl","westus2","/subscriptions/218284c1-1e9c-449f-9c7b-5ec75e31169e/resourceGroups/rg-avaamo-prod-gyjl/providers/Microsoft.KeyVault/vaults/kv-avaamo-prod-gyjl","https://kv-avaamo-prod-gyjl.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","True","True","True","90","True","True","Enabled","Not configured","","Unable to check"
"guidenceupdate9005411493","Avaamo PowerBI Reporting","218284c1-1e9c-449f-9c7b-5ec75e31169e","MS-Teams-Avaamo-BOTs","centralus","/subscriptions/218284c1-1e9c-449f-9c7b-5ec75e31169e/resourceGroups/MS-Teams-Avaamo-BOTs/providers/Microsoft.KeyVault/vaults/guidenceupdate9005411493","https://guidenceupdate9005411493.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False",,,"True",,,"False","Enabled","Not configured","","Unable to check"
"bot-secrets-4io5xf","Avaamo PowerBI Reporting","218284c1-1e9c-449f-9c7b-5ec75e31169e","MS-Teams-Avaamo-BOTs","centralus","/subscriptions/218284c1-1e9c-449f-9c7b-5ec75e31169e/resourceGroups/MS-Teams-Avaamo-BOTs/providers/Microsoft.KeyVault/vaults/bot-secrets-4io5xf","https://bot-secrets-4io5xf.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False",,"True","True",,,"False","Enabled","Not configured","","Unable to check"
"axonml-66b1cac092900256d","Axon","19a8d813-0b3e-484c-9db3-76242c9a0878","axon-ml","westus2","/subscriptions/19a8d813-0b3e-484c-9db3-76242c9a0878/resourceGroups/axon-ml/providers/Microsoft.KeyVault/vaults/axonml-66b1cac092900256d","https://axonml-66b1cac092900256d.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90",,"False","Disabled","Not configured","","Unable to check"
"kv-ctip-djeevan","Axon","19a8d813-0b3e-484c-9db3-76242c9a0878","axon-dev","westus2","/subscriptions/19a8d813-0b3e-484c-9db3-76242c9a0878/resourceGroups/axon-dev/providers/Microsoft.KeyVault/vaults/kv-ctip-djeevan","https://kv-ctip-djeevan.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90","True","True","Enabled","Not configured","createdBy=djeevan","Unable to check"
"kv-axon-ctip-dev","Axon","19a8d813-0b3e-484c-9db3-76242c9a0878","axon-dev","westus2","/subscriptions/19a8d813-0b3e-484c-9db3-76242c9a0878/resourceGroups/axon-dev/providers/Microsoft.KeyVault/vaults/kv-axon-ctip-dev","https://kv-axon-ctip-dev.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90",,"True","Disabled","Not configured","env=dev","Unable to check"
